date,indicator,USD,EUR,JPY,GBP,SGD,AUD,CAD,CNY,CHF,THB,IDR,VND,KHR,MMK,PHP,BND,KRW,HKD,TWD,INR,PKR,NPR,SAR,AED,EGP,NZD,XDR
2000-01-01,start,3.8,3.8646,0.037259,6.1598,2.2885,2.5002,2.6288,,2.4066,0.103261,0.000543,,,,0.095048,,0.003369,0.488715,0.121193,,,,1.013225,,,,5.2291
2000-02-01,avg,3.8,3.7419,0.0347,6.0923,2.2349,2.3869,2.6188,,2.3282,0.1007,0.0005,,,,0.0936,,0.0034,0.4883,0.1237,,,,1.0132,,,,5.1108
2000-02-01,end,3.8,3.6913,0.034445,6.0739,2.2164,2.3387,2.6155,,2.2989,0.099947,0.000508,,,,0.092751,,0.003354,0.488275,0.123598,,,,1.013212,,,,5.0893
2000-02-01,high,3.8,3.8243,0.035367,6.1391,2.2519,2.4261,2.6434,,2.378,0.101509,0.000523,,,,0.094153,,0.003406,0.488432,0.124468,,,,1.013293,,,,5.1306
2000-02-01,low,3.8,3.6203,0.034041,6.0382,2.2164,2.3281,2.5991,,2.2501,0.099437,0.000499,,,,0.092751,,0.003327,0.488259,0.123397,,,,1.013144,,,,5.0883
2000-02-01,start,3.8,3.6887,0.034999,6.1254,2.237,2.4261,2.6211,,2.2926,0.101266,0.000508,,,,0.093613,,0.003358,0.488407,0.123578,,,,1.013212,,,,5.1058
2000-03-01,avg,3.8,3.6681,0.0356,6.0079,2.2155,2.3162,2.6028,,2.2862,0.1003,0.0005,,,,0.0928,,0.0034,0.4881,0.1238,,,,1.0132,,,,5.1023
2000-03-01,end,3.8,3.645,0.03599,6.0587,2.2107,2.306,2.6092,,2.2877,0.100357,0.0005,,,,0.092502,,0.003436,0.488027,0.124672,,,,1.013198,,,,5.1181
2000-03-01,high,3.8,3.7166,0.036204,6.0587,2.2283,2.344,2.623,,2.341,0.100636,0.000514,,,,0.093035,,0.003436,0.488278,0.124672,,,,1.013293,,,,5.1215
2000-03-01,low,3.8,3.6235,0.034797,5.9611,2.2023,2.2867,2.5805,,2.2645,0.099829,0.000498,,,,0.092502,,0.003367,0.488027,0.123377,,,,1.013198,,,,5.084
2000-03-01,start,3.8,3.6761,0.034797,6.0019,2.2106,2.3057,2.6174,,2.2892,0.099947,0.000512,,,,0.092881,,0.003367,0.488253,0.123658,,,,1.013212,,,,5.0888
2000-04-01,avg,3.8,3.5982,0.036,6.0164,2.2239,2.2679,2.5888,,2.2865,0.1001,0.0005,,,,0.0922,,0.0034,0.4879,0.1246,,,,1.0132,,,,5.088
2000-04-01,end,3.8,3.4624,0.035691,5.9765,2.2294,2.2445,2.5716,,2.2009,0.099947,0.000479,,,,0.092082,,0.003424,0.487861,0.124102,,,,1.013185,,,,5.013
2000-04-01,high,3.8,3.6697,0.036542,6.073,2.2399,2.3068,2.6215,,2.3402,0.100569,0.0005,,,,0.092463,,0.003432,0.488046,0.125413,,,,1.013212,,,,5.1242
2000-04-01,low,3.8,3.4624,0.035669,5.9765,2.2096,2.2346,2.5596,,2.2009,0.099738,0.000473,,,,0.091799,,0.003408,0.487861,0.123981,,,,1.013131,,,,5.013
2000-04-01,start,3.8,3.6246,0.036141,6.0469,2.2196,2.3068,2.6215,,2.2787,0.100516,0.000498,,,,0.092323,,0.003411,0.488046,0.124795,,,,1.013198,,,,5.10

... [Content truncated, total 339,458 chars] ...
